"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"5915",5915,"New Straits Times","True","2021-02-20"," Deputy Chief Minister Datuk Amar Douglas Uggah Embas said registration can be done through the… ","['NSTnation']",1,1,3,0,0,0,1,1.5,"AVG","NEU",70
"5916",5916,"Asam Ishtiaq","False","2021-02-20"," Yes . Thanks to efforts of senior executives we were in… ","",1,0,0,0.6808,0.384,0,0.616,0,"LOW","POS",70
"5919",5919,"New Straits Times","True","2021-02-20"," The first batch of vaccine is expected to arrive in Malaysia at the Kuala Lum… ","['NSTnation', 'PfizerBioNTech', 'Covid19']",2,17,20,0,0,0,1,17.75,"HIGH","NEU",70
"5921",5921,"Lord Richard of Europe 🇪🇺","False","2021-02-20","Had my first Covid jab two hours ago. No problem - looking forward to jab 2.","['PfizerBioNTech']",1,0,0,0.3089,0.131,0,0.869,0,"LOW","POS",70
"5933",5933,"Yes... her.","False","2021-02-22","Again... comes up last with the least vaccinations, despite being co-developers of the most efficient curr… ","['Germany']",1,0,6,0.4754,0.171,0,0.829,1.5,"AVG","POS",72
"5937",5937,"Ministry of Health_Lithuania","False","2021-02-22","On Monday, the 10th batch of jointly developed by - 28 080 vaccines in total reach… ","['COVID19Vaccines', 'PfizerBiontech']",2,0,0,0,0,0,1,0,"LOW","NEU",72
"5939",5939,"TheMalaysianReserve","False","2021-02-22","Pfizer-BioNTech shot stops Covid spread, Israeli study shows ","['PfizerBioNTech', 'COVID19', 'vaccine', 'TMRWorld']",2,0,0,-0.1531,0,0.186,0.814,0,"LOW","NEG",72
"5949",5949,"Gabriela Sabaté","False","2021-02-22","89.4% reduction in transmission. A great number and news to start the week! ","['COVIDー19', 'PfizerBioNTech', 'vaccine']",2,2,8,0.69,0.341,0,0.659,3.5,"AVG","POS",72
"5953",5953,"Katya Tsaioun, Ph.D.","False","2021-02-21"," My Mother getting a ","['ThisIsOurShot', 'PfizerBioNTech', 'vaccine']",2,2,4,0,0,0,1,2.5,"AVG","NEU",71
"5955",5955,"Tavneet Suri","False","2021-02-21","Finally a positive epsilon: and a big one at that!! Much needed. I was getting thoroughly sick and tired of the n… ","",1,2,4,-0.5776,0.12,0.245,0.635,2.5,"AVG","NEG",71
"5956",5956,"Harvey Freedenberg","False","2021-02-21","I know some people are interested in hearing about this, so I am reporting that the only reaction my wife and I had… ","",1,0,14,0.4019,0.109,0,0.891,3.5,"AVG","POS",71
"5959",5959,"Dr. Matthew Robinson","False","2021-02-21","Some incredibly encouraging real world data on the efficacy of the vaccine - even more impressive w… ","['PfizerBioNTech']",1,11,47,0.8067,0.327,0,0.673,20,"HIGH","POS",71
"5960",5960,"Andreas Heim","False","2021-02-21"," 99% in preventing serious disease, death ","['Coronavirus', 'vaccine', 'effective', 'PfizerBioNTech', 'PfizerVaccine']",3,0,0,-0.6486,0,0.677,0.323,0,"LOW","NEG",71
"5961",5961,"Dr. Ted Price of the Dussor/Price Lab","False","2021-02-21","Dose two of done. Thank you for running such a great operation. Thank you science! And th… ","['PfizerBioNTech']",1,0,72,0.8553,0.402,0,0.598,18,"HIGH","POS",71
"5963",5963,"Yoel Minkoff","False","2021-02-21","Israel, which leads the world in per capita, has published real-world data of corona… ","['COVID', 'vaccinations', 'Pfizer']",2,3,4,0,0,0,1,3.25,"AVG","NEU",71
"5967",5967,"Dr Shikta Das, MSc PhD (she/her)","False","2021-02-23","And I am vaccinated with I cried al the way through not with pain but with pride. Here is my journ… ","['PfizerBioNTech']",1,0,9,0.4855,0.2,0.073,0.727,2.25,"AVG","POS",73
"5968",5968,"Sabrina BaLe Actor","False","2021-02-23","Got vaccinated this morning with the first dose All good so far! ","['PfizerBioNTech', 'COVIDVaccine', 'vaccinated']",2,0,3,0.4926,0.225,0,0.775,0.75,"LOW","POS",73
"5969",5969,"SUR in English","False","2021-02-23","Shortage of doses leads to delays in the vaccination of the elderly in health centres The campaign has b… ","['COVIDー19']",1,0,0,-0.25,0,0.1,0.9,0,"LOW","NEG",73
"5970",5970,"Paul Keeley","False","2021-02-23","From now on you can call me Paul “Two Jags” Keeley (h/t for the joke) ","['COVIDー19', 'PfizerBioNTech']",2,0,9,0.296,0.136,0,0.864,2.25,"AVG","POS",73
"5971",5971,"New Straits Times","True","2021-02-23"," Common side effects of the and Covid-19 include pain and swelling at t… ","['NSTworld', 'PfizerBioNTech', 'Moderna', 'vaccines']",2,5,13,-0.5106,0,0.216,0.784,7,"AVG","NEG",73
"5973",5973,"Happy-TV","False","2021-02-23","We decided to address the misinformation and disinformation being spread about the on this episode of Hea… ","['vaccines']",1,0,0,-0.3182,0,0.126,0.874,0,"LOW","NEG",73
"5974",5974,"Dori","False","2021-02-23","done 👊 ","['impfluencer', 'PfizerBioNTech', 'PfizerCovidVaccine']",2,0,7,0,0,0,1,1.75,"AVG","NEU",73
"5975",5975,"Palli Thordarson","False","2021-02-23","mRNA envy [ˈem-ˈär-ˈen-ˈā ˈen-vē] 1. The feeling of envy towards those that already have had the Moderna or Pfizer/… ","",1,3,18,-0.4019,0.069,0.194,0.737,6.75,"AVG","NEG",73
"5980",5980,"New Straits Times","True","2021-02-23"," After a successful simulation today, the Health Ministry says it is ready for the roll out of the Covid-… ","['NSTnation']",1,1,4,0.743,0.27,0,0.73,1.75,"AVG","POS",73
"5987",5987,"niki-h","False","2021-02-22"," Does it have PEG or ETHANOL in it as CEV daughter can’t have ","['PfizerBioNTech', 'Moderna']",2,0,0,0,0,0,1,0,"LOW","NEU",72
"5988",5988,"TaiJoh","False","2021-02-22","Great news! Pfizer vaccine doesn’t need ultra-cold storage after all, co… ","['vaccines', 'PfizerBioNTech', 'PfizerVaccine']",2,0,0,0.6588,0.305,0,0.695,0,"LOW","POS",72
"5990",5990,"Dr Charles Tannock","True","2021-02-22","You begin to wonder if a second vaccine dose is really necessary given global vaccine shortage but… ","['PfizerBioNTech']",1,5,17,-0.25,0,0.111,0.889,8,"AVG","NEG",72
"5993",5993,"GreG Usrey, RN","False","2021-02-22","Second dose done. @ New Lister Building ","['pfizerbiontech']",1,0,9,0,0,0,1,2.25,"AVG","NEU",72
"5995",5995,"Jane Bee 💙","False","2021-02-22","Day 1 post vaccine. I can report no side effects. Perhaps a bit more tired than usual this morning, but not a probl… ","",1,2,7,-0.4012,0,0.15,0.85,3.25,"AVG","NEG",72
"5996",5996,"AS if ❤️💙🇺🇸","False","2021-02-22","Got my 1st jab 💉last night. Completely unexpected and overwhelmed with joy and gratitude. Thank you science! ","['PfizerBioNTech']",1,0,1,0.8848,0.466,0,0.534,0.25,"LOW","POS",72
"5997",5997,"Max Fisher","False","2021-02-22"," Why Ms is blaming and Disgraceful… ","['AstraZeneca', 'PfizerBioNTech']",2,0,2,-0.4939,0,0.39,0.61,0.5,"LOW","NEG",72
"5999",5999,"Tamaryn Nelson","False","2021-02-22","My oped in on why Amnesty International is pushing companies - including ","['pharma', 'AstraZeneca']",2,23,49,0,0,0,1,29.5,"HIGH","NEU",72
"6002",6002,"Roger","False","2021-02-22"," Online now. Yes, big CI overlap as few &gt; 27 days post-vaccination. But pretty clea… ","['oxfordastrazeneca']",1,0,0,0.7311,0.321,0,0.679,0,"LOW","POS",72
"6003",6003,"Vera Good Health","False","2021-02-24"," What is LONG COVID !!! ","['COVIDVaccine', 'Covid19VaccineReport', 'INDvEND', 'Moderna']",2,0,0,0,0,0,1,0,"LOW","NEU",74
"6008",6008,"Sophie Dillon","False","2021-02-24","Had my second vaccine this morning 💉. Thank you 😊","['PfizerBioNTech', 'COVID19']",2,1,10,0.8176,0.436,0,0.564,3.25,"AVG","POS",74
"6010",6010,"🐘Vicky Happer 🐘","False","2021-02-24","An early birthday present. First 🦠💉 done 💪🏻👊🏻👍🏻I recommend you to take it up when offered it. If not for you, for y… ","",1,0,2,0.3612,0.063,0,0.937,0.5,"LOW","POS",74
"6011",6011,"Fareeha 💙","False","2021-02-24","So happy and emotional - Got my first dose of PfizerBioNtech vaccine today. So grateful to the amazing Thank… ","['NHS']",1,2,2,0.9263,0.474,0,0.526,2,"AVG","POS",74
"6014",6014,"Joanna Mann 💙","False","2021-02-24","Yes Yes and Yes! 2nd dose received now thank you NHS 💙 ","['COVIDVaccine', 'PfizerBioNTech']",2,0,13,0.9336,0.654,0,0.346,3.25,"AVG","POS",74
"6019",6019,"New Straits Times","True","2021-02-24"," Medical groups and private healthcare players have lauded the government for kickstarting the National C… ","['NSTnation']",1,2,5,0,0,0,1,2.75,"AVG","NEU",74
"6021",6021,"New Straits Times","True","2021-02-24"," ""...I did not feel a thing, the injection was over very quickly and feels like any other injection.""… ","['NSTnation']",1,4,11,0.3612,0.128,0,0.872,5.75,"AVG","POS",74
"6023",6023,"Mark 🎧🎶😷🔴⚪️💙","False","2021-02-24","why am I not surprised 😒 that Morrison Govt outsourced COVID vaccination to a private contractor Healthcare Austra… ","",1,22,27,-0.1695,0,0.085,0.915,23.25,"HIGH","NEG",74
"6027",6027,"European Research Council (ERC)","True","2021-02-24","""We started to make a vaccine for the individual but ended up making one for mankind"" ERC grantee Ugur Sahin says… ","",1,78,183,0,0,0,1,104.25,"HIGH","NEU",74
"6029",6029,"New Straits Times","True","2021-02-24"," Prime Minister Tan Sri Muhyiddin Yassin received the first dose of the Pfizer-BioNTech Covid-19 vaccine… ","['NSTnation']",1,33,57,0,0,0,1,39,"HIGH","NEU",74
"6033",6033,"Pugazh :))","False","2021-02-24","Done with 1st dose of vaccine from 👍","['Pfizer', 'COVID', 'COVID19', 'COVID19Vaccination', 'PfizerBioNTech']",3,0,2,0,0,0,1,0.5,"LOW","NEU",74
"6040",6040,"POLITICIANS WORK FOR US: MAKE THEM ACCOUNTABLE🇨🇦","False","2021-02-24"," And this is a great endorsement for (sarc)...she “learned that she had contracted the viru… ","['PfizerBioNTech']",1,0,0,0.7506,0.33,0,0.67,0,"LOW","POS",74
"6042",6042,"TheMalaysianReserve","False","2021-02-24","More data on vaccines could dispel doubt ","['COVID19', 'Vaccines', 'PfizerBioNTech', 'TMRNews']",2,0,0,-0.3612,0,0.294,0.706,0,"LOW","NEG",74
"6045",6045,"Nimesh","False","2021-02-23","12 hours on. A slightly achey arm, a slight headache but, above anything, lots of hope. ","['pfizer', 'pfizerbiontech']",2,0,40,0.5927,0.204,0,0.796,10,"AVG","POS",73
"6046",6046,"CherylCooper","False","2021-02-23","Thank you ","['nhs', 'PfizerBioNTech', 'beginningoftheend']",2,0,1,0.3612,0.714,0,0.286,0.25,"LOW","POS",73
"6053",6053,"AFP News Agency","True","2021-02-23"," Brazil's health regulatory agency said Tuesday it had approved the Covid-19 vaccine for wid… ","['UPDATE', 'PfizerBioNTech']",2,6,13,0.4215,0.177,0,0.823,7.75,"AVG","POS",73
"6054",6054,"Vincit Omnia Veritas","False","2021-02-23","Horrified at the level of and and the upcoming surge in ","['deaths', 'adversereactions', 'autoimmunedisease']",2,1,1,-0.5423,0,0.259,0.741,1,"LOW","NEG",73
"6056",6056,"West Yorkshire Prepared","False","2021-02-23","📢 Early data from study shows provides high levels of protection against infection… ","['PfizerBioNTech', 'vaccine']",2,0,1,0,0,0,1,0.25,"LOW","NEU",73
"6057",6057,"Rouba","False","2021-02-23","As a frontline worker I’m blessed and grateful to get the first dose of my COVID-19 vaccine today. We have risked o… ","",1,4,46,0.7184,0.248,0.068,0.683,14.5,"HIGH","POS",73
"6058",6058,"Knut Moe","False","2021-02-23","Lots of happy, smiling over 85 years olds delighted to get first dose of vaccine in t… ","['PfizerBioNTech']",1,24,724,0.875,0.417,0,0.583,199,"HIGH","POS",73
"6059",6059,"Dr. Maimuna Majumder","True","2021-02-23","~21 hours after Dose 2 and I have a 100°F fever, cutaneous hyperesthesia, &amp; restless fatig… ","['PfizerBioNTech', 'vaccine']",2,3,26,-0.2732,0,0.123,0.877,8.75,"AVG","NEG",73
"6063",6063,"James V Currie","False","2021-02-23","Expensive boots but cheap watch sort of day. Got Pfizered. Next appointment booked. Still alive, haven't developed… ","",1,0,1,0.5267,0.175,0,0.825,0.25,"LOW","POS",73
"6070",6070,"The Daily Star","True","2021-02-25","The first big real-world study of the vaccine to be independently reviewed shows the shot is highly… ","['PfizerBioNTech']",1,2,11,0,0,0,1,4.25,"AVG","NEU",75
"6078",6078,"🕸️ VOICES OF HOPE 💎","False","2021-02-25","This is the beginning of how the started! meanwhile the of is being locked… ","['hopemarsmission', 'effect', 'PfizerBioNTech']",2,0,0,0,0,0,1,0,"LOW","NEU",75
"6079",6079,"New Straits Times","True","2021-02-25"," Kelantan Health director Datuk Dr Zaini Hussin said the rest of the doses will be delivered to the state… ","['NSTnation']",1,2,5,0,0,0,1,2.75,"AVG","NEU",75
"6081",6081,"joliclown","False","2021-02-25","Great news ","['PfizerBioNTech', 'vaccine', 'VaccinesWork']",2,0,0,0.6249,0.804,0,0.196,0,"LOW","POS",75
"6084",6084,"Keith Goode","False","2021-02-24"," New cure for that almost any adult could follow - eating 9 gin-soaked golden raisins (which have soak… ","['COVID19']",1,0,0,0,0,0,1,0,"LOW","NEU",74
"6091",6091,"Chris Buckley🙂","False","2021-02-24","Cheeky and their 🤫 ","['Pfizer', 'PfizerBioNTech', 'PfizerVaccine', 'EnoughIsEnough']",2,1,1,0,0,0,1,1,"LOW","NEU",74
"6093",6093,"Dr. Melvin Sanicas 🩺🔬","False","2021-02-24","WHO Strategic Advisory Group of Experts (SAGE) recommendation on who can be vaccinated with which vaccine against C… ","",1,117,169,0,0,0,1,130,"HIGH","NEU",74
"6095",6095,"Ashlee Lauren","False","2021-02-24","Fully vaccinated!! 🙌🏻 ❤ Who wants a hug??? 🤗 **j/k virtual hugs for awhile yet** ✌🏻 ","['vaccinated', 'dose2']",2,0,2,0.9649,0.503,0,0.497,0.5,"LOW","POS",74
"6099",6099,"Vichar B. (E@zyVG)","False","2021-02-24"," This type of news should go global, hence am putting it on my FB feed to share.… ","['PHIZER']",1,0,0,0,0,0,1,0,"LOW","NEU",74
"6103",6103,"European Research Council (ERC)","True","2021-02-24","More from Uğur Şahin - revisit this piece on the vaccine &amp; more: “From cancer to groundb… ","['PfizerBioNTech', 'Covid19']",2,8,17,-0.6887,0,0.226,0.774,10.25,"HIGH","NEG",74
"6104",6104,"Edkins family","False","2021-02-24","Woopee! Dosed Will up on pain relief to get his at Michael Her… ","['PostOp', 'Covid19UK', 'COVIDVaccination', 'PfizerBioNTech']",2,3,43,-0.126,0.175,0.203,0.622,13,"HIGH","NEG",74
"6108",6108,"Joshua Barlow","False","2021-02-24","I have just had the COVID-19 vaccine. Just incredible work from our proud and valued NHS ","['COVID19Vaccine']",1,0,1,0.7184,0.3,0,0.7,0.25,"LOW","POS",74
"6110",6110,"Sandy Gottstein @🏡 #ProtectEssentialWorkers","False","2021-02-24"," Is anyone trying to determine whether or not the vaccines prevent long covid given even mild disease ca… ","",1,0,0,-0.0191,0,0.059,0.941,0,"LOW","NEU",74
"6112",6112,"Joe Wowk","False","2021-02-24","Shots, shots, shots, shots, shots, shots Shots, shots, shots, shots, shots Shots, shots, shots, shots, shots Everyb… ","",1,0,2,0,0,0,1,0.5,"LOW","NEU",74
"6115",6115,"dr anil mehndiratta","False","2021-02-24","After n to get emergency use approval, it’s sing… ","['PfizerBioNTech', 'moderna', 'coronavaccine', 'johnsonandjohnson', 'usfda']",3,1,9,0.128,0.244,0.205,0.551,3,"AVG","POS",74
"6116",6116,"Medelis: OncologyCRO","False","2021-02-24","Ugur Sahin CEO of says vaccine’s fast success is thanks to decade-long mRNA vaccine… ","['PfizerBioNTech']",1,0,0,0.765,0.355,0,0.645,0,"LOW","POS",74
"6118",6118,"Sandy Gottstein @🏡 #ProtectEssentialWorkers","False","2021-02-24"," Is anyone trying to determine whether or not t… ","",1,1,2,0,0,0,1,1.25,"AVG","NEU",74
"6122",6122,"Aideen Coleman","False","2021-02-24"," Got my 💉when baby Séimí was 9 weeks, no ill effects , he’s thriving and at last weigh… ","['PfizerBioNTech']",1,2,25,0.3252,0.121,0,0.879,7.75,"AVG","POS",74
"6125",6125,"Mathilda Mallinson","False","2021-02-24","Though it’s messed up that some far needier groups are currently being deprived of this, I’m overwhelmed with perso… ","",1,1,13,-0.6486,0.053,0.242,0.705,4,"AVG","NEG",74
"6126",6126,"IOMED","False","2021-02-24","📰 Thanks to real-world data from the the vaccine has been shown to provide high levels of prot… ","['UK', 'PfizerBioNTech']",2,0,1,0.4404,0.146,0,0.854,0.25,"LOW","POS",74
"6130",6130,"CJ","False","2021-02-24","Just had my done ☑️ I got the ","['Covid19', 'Vaccination', 'Pfizer', 'Sunderland', 'CoronaVirus', 'Vaccine', 'PfizerBioNTech']",3,25,19,0,0,0,1,23.5,"HIGH","NEU",74
"6132",6132,"Ipoh Boy Journey | Mr. X","False","2021-02-24","WHO IS OUT for vaccination in Malaysia? Multilingual available, and pardon on my translation since using… ","",1,0,2,0.3182,0.133,0,0.867,0.5,"LOW","POS",74
"6134",6134,"Your World Events","False","2021-02-24","1st dose of COVID vaccine effective against other forms of disease ","['COVID19', 'vaccine']",2,0,0,0.4767,0.237,0,0.763,0,"LOW","POS",74
"6135",6135,"Rowan Stanfield","False","2021-02-24","Got vaccinated. Feels like the first leap out of the murky depths in which I've flailed for the past 11 months.… ","",1,0,9,0.3612,0.111,0,0.889,2.25,"AVG","POS",74
"6138",6138,"Robin Sen","False","2021-02-26","Many thanks to staff at this morning for my mRNA jab. ","['NHS', 'NewholmeHospital', 'Bakewell', 'NextGen', 'PfizerBioNTech']",3,0,12,0.4404,0.225,0,0.775,3,"AVG","POS",76
"6139",6139,"J Opacka💙","False","2021-02-26","COVID-19: Studies are under way into how effective a 3rd dose of could be in protecting a… ","['PfizerBioNTech', 'vaccine']",2,1,3,0.4767,0.162,0,0.838,1.5,"AVG","POS",76
"6141",6141,"Semmelweis University","False","2021-02-26","10,000 shots of the 2nd round of administered to residents &amp; staff of nursing homes i… ","['PfizerBioNTech', 'COVIDVaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",76
"6142",6142,"Dr Francesca Berry","False","2021-02-26","Today, on this beautifully sunny morning, I am v happy and v relieved (...I live with an autoimmune disease...) to… ","",1,2,39,0.9257,0.457,0,0.543,11.25,"HIGH","POS",76
"6143",6143,"Israel in India","True","2021-02-26","Our is this news! The first big real-world study of the shows that the… ","['FridayMotivation', 'PfizerBioNTech', 'vaccine']",2,1,8,0,0,0,1,2.75,"AVG","NEU",76
"6144",6144,"Route Analytics","False","2021-02-26","Emirates is building a wide-ranging supply chain across the globe, catering particularly to countries in Africa &amp; t… ","",1,0,0,0,0,0,1,0,"LOW","NEU",76
"6145",6145,"Patrick Hurley (he/him)","False","2021-02-26","Jab number one is done! ","['PfizerBioNTech', 'PfizerVaccine', 'vaccinated', 'VaccinesWork']",2,0,17,0.1511,0.285,0,0.715,4.25,"AVG","POS",76
"6147",6147,"IAIN ROBERT LANGMAID","False","2021-02-26"," I am eagerly awaiting my first shot of the which I plan to receive at… ","['IRL', 'COVID19Vaccine']",2,0,0,0.3818,0.157,0,0.843,0,"LOW","POS",76
"6148",6148,"P","False","2021-02-26"," Because the media and governments, also the 🇩🇪 media and 🇩🇪 politicians have said that t… ","",1,0,0,0,0,0,1,0,"LOW","NEU",76
"6149",6149,"Pharmareg News","False","2021-02-26","US FDA Allows More Flexible Storage, Transportation Conditions for Pfizer-BioNTech COVID-19 Vaccine ","['Pfizer']",1,0,0,0.2944,0.166,0,0.834,0,"LOW","POS",76
"6157",6157,"Liz Lightstone 💙","False","2021-02-26"," stimulates strong &amp; T cell responses in if ha… ","['1stdose', 'PfizerBioNTech', 'COVID19Vaccine', 'antibody', 'healthcareworkers']",3,9,23,0.6486,0.431,0,0.569,12.5,"HIGH","POS",76
