"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"1374",1374,"Khaleej Times","True","2020-12-22"," gets first ahead of free drive ","['BREAKING', 'COVID19', 'Dubai', 'PfizerBioNTech', 'vaccines', 'vaccination']",3,6,28,0.5106,0.398,0,0.602,11.5,"HIGH","POS",10
"1377",1377,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2020-12-22","BREAKING: UAE Ministry of Health &amp; Prevention confirms the emergency registration of vaccine in the UAE - WAM","['PfizerBioNTech']",1,9,84,-0.3818,0,0.133,0.867,27.75,"HIGH","NEG",10
"1394",1394,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2020-12-22"," Dubai Emergency Crisis and Disasters Committee confirm the launch of vaccine campaign fo… ","['BREAKING', 'PfizerBioNTech']",2,62,408,-0.8834,0,0.507,0.493,148.5,"HIGH","NEG",10
"1477",1477,"LatestLY","True","2020-12-22","US President-Elect Joe Biden Receives First Dose of Pfizer-BioNTech Coronavirus Vaccine ","",1,0,2,0,0,0,1,0.5,"LOW","NEU",10
"1483",1483,"The World Reviews","False","2020-12-22","President-elect Joe Biden got vaccinated against On live television, received first dose of… ","['Covid_19']",1,0,5,0,0,0,1,1.25,"AVG","NEU",10
"1589",1589,"Opoyi","False","2020-12-26","Central Drugs Standard Control Organisation will evaluate Oxford's vaccine for emergency use in ","['COVID19', 'India']",2,0,0,-0.3818,0,0.178,0.822,0,"LOW","NEG",14
"1602",1602,"Financial Mirror","False","2020-12-26"," will be taking delivery at noon on Saturday of first 10,000 from th… ","['Cyprus', 'coronavirus', 'vaccines', 'PfizerBioNTech']",2,1,3,0,0,0,1,1.5,"AVG","NEU",14
"1605",1605,"Khaleej Times","True","2020-12-26","Covid-19 coronavirus will stay with us for next 10 years: CEO ","['PfizerBioNTech', 'CovidVaccines']",2,19,29,0,0,0,1,21.5,"HIGH","NEU",14
"1611",1611,"Lovin Dubai | لوڤن دبي","True","2020-12-26","The 95% effective, Pfizer vaccine is being rolled out for ALL Dubai residents starting today... FREE of cost!!!😍💯… ","",1,2,14,0.9003,0.344,0,0.656,5,"AVG","POS",14
"1632",1632,"ECOMNEWSMED","False","2020-12-27"," signed an $ 18 million deal with for 1.5 million doses expected in February. This agreemen… ","['Lebanon', 'PfizerBioNTech']",2,1,3,0,0,0,1,1.5,"AVG","NEU",15
"1633",1633,"Saju Mathew MD MPH","False","2020-12-27","Done! So thankful! ","['PfizerBioNTech']",1,3,62,0.6785,0.696,0,0.304,17.75,"HIGH","POS",15
"1647",1647,"New Straits Times","True","2020-12-27"," ""The (non-disclosure) agreement is a contract. Thus, a breach of confidentiality amounts to a breach of… ","['NSTnation']",1,1,3,0.4939,0.176,0,0.824,1.5,"AVG","POS",15
"1668",1668,"The National","True","2020-12-28"," the first person to receive the vaccine in shares what it means to him ","['Coronavirus', 'PfizerBioNTech', 'Dubai']",2,1,11,0.296,0.145,0,0.855,3.5,"AVG","POS",16
"1695",1695,"BrindusaB","False","2020-12-28"," Delivery to 8 European nations postponed. My question:what assurance… ","['WuhanVirusPandemic', 'Vaccines', 'PfizerBioNTech']",2,0,0,-0.2023,0,0.184,0.816,0,"LOW","NEG",16
"1710",1710,"Carlos Ribeiro","False","2020-12-27","Discussing with a friend about the : Which human cells express the spike antigen? All… ","['PfizerBioNTech', 'CovidVaccine']",2,1,12,0.4939,0.186,0,0.814,3.75,"AVG","POS",15
"1731",1731,"Khaleej Times","True","2020-12-29"," to buy extra 100 million doses ","['Covid', 'EU', 'PfizerBioNTech', 'vaccine']",2,2,6,0,0,0,1,3,"AVG","NEU",17
"1746",1746,"Whtrslugcaviiersong#dontstayhomeandcatchcovid19","False","2020-12-29"," If only could stop ","['Pfizer', 'PfizerBioNTech', 'CovidVaccine', 'NicolaSturgeoninterest']",2,0,0,-0.296,0,0.423,0.577,0,"LOW","NEG",17
"1786",1786,"WikiAnons","False","2020-12-29","Accidental disclosure in MSM interview: “Unlikely to completely sterilize a population” ","['vaccines', 'PfizerBioNTech']",2,8,11,-0.0772,0,0.115,0.885,8.75,"AVG","NEG",17
"1794",1794,"H24 News Ireland","False","2021-01-02","Health Minister Stephen Donnelly said it is planned that all those working and living in Ireland's 580 nursing home… ","",1,0,0,0,0,0,1,0,"LOW","NEU",21
"1802",1802,"Jonathan Marron MD MPH","False","2020-12-30","Really excited to get my today. Had to delay mine for a week cuz I was on service, but couldnt be pr… ","['covidvacccine']",1,2,53,0.0507,0.079,0.07,0.851,14.75,"HIGH","POS",18
"1808",1808,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2020-12-30",". Chairman of Supreme Committee of Crisis and Disaster Management, receives the first dose… ","['Dubai']",1,3,35,-0.6808,0.158,0.36,0.482,11,"HIGH","NEG",18
"1819",1819,"Sue Reeve ♥️🧡💛💚💙💜🇪🇺🇪🇺🏳️‍🌈🏳️‍🌈","False","2020-12-30","Why on earth is vaccine rollout not starting until next week? I've 4 friends, (3 former nurses 1… ","['oxfordastrazeneca']",1,0,0,0.4767,0.154,0,0.846,0,"LOW","POS",18
"1829",1829,"Sinead Horgan","False","2020-12-30","Dr Gerry McCarthy receiving his vaccine ","['PfizerBioNTech']",1,3,61,0,0,0,1,17.5,"HIGH","NEU",18
"1842",1842,"Nataniel Lester-Coll, MD","True","2020-12-30"," Hopefully will release data on this soon...","['PfizerBioNTech', 'Moderna']",2,1,2,0.4019,0.31,0,0.69,1.25,"AVG","POS",18
"1906",1906,"Felicia A. Henderson, JD, Esq. (NY Bar)","False","2020-12-29","70 total doses now administered in France, about 20 more since yesterday. An epidemiologist actuall… ","['PfizerBioNTech']",1,0,0,0,0,0,1,0,"LOW","NEU",17
"1918",1918,"AR","False","2021-01-01","How do you ask a frail elderly vulnerable person to attend Vaccination centre with widespread community transmissio… ","",1,0,0,-0.2263,0,0.106,0.894,0,"LOW","NEG",20
"2101",2101,"Gulf News","True","2021-01-01"," grants 'emergency validation' to ","['WHO', 'PfizerBioNTech', 'vaccine']",2,2,12,-0.1779,0.292,0.4,0.308,4.5,"AVG","NEG",20
"2218",2218,"Marc Siegel MD","False","2021-01-03","Dr. Marc Siegel: COVID vaccinations will increase rapidly — greatest accomplishment in vaccine history | Fox News ⁦… ","",1,11,43,0.7579,0.289,0,0.711,19,"HIGH","POS",22
"2239",2239,"The Peninsula Qatar","True","2021-01-04"," warned that they had no evidence that their jointly developed will continue to protect aga… ","['PfizerBioNTech', 'vaccine']",2,1,3,-0.1779,0.138,0.228,0.635,1.5,"AVG","NEG",23
"2253",2253,"ILKHA","True","2021-01-04","Iran records 6,073 daily confirmed cases of COVID-19 ","['Iran', 'AstraZeneca', 'Nationallockdown', 'PfizerBioNTech', 'COVID19']",3,2,4,0,0,0,1,2.5,"AVG","NEU",23
"2259",2259,"The Peninsula Qatar","True","2021-01-04","The ministry is seeking the view of an independent vaccination commission on whether to delay a second shot beyond… ","",1,0,1,-0.3182,0,0.113,0.887,0.25,"LOW","NEG",23
"2264",2264,"Gulf News","True","2021-01-04"," Which categories are excluded from getting the jab in Dubai Heath Author… ","['COVID19', 'PfizerBioNTech', 'vaccine', 'Dubai']",2,2,7,-0.34,0,0.179,0.821,3.25,"AVG","NEG",23
"2280",2280,"Georgina Belenguer Ribera","False","2021-01-04"," : of… ","['GOPbarbies', 'GOPrabies', 'SIONISMUS', 'KKKellyLöffner', 'NAZIdescendant', 'Encefalomielosis', 'VÍRICA']",3,0,1,0,0,0,1,0.25,"LOW","NEU",23
"2286",2286,"Truescoopnews","False","2021-01-07","As of December 23, 2020, a total of 1,893,360 first doses of Pfizer-BioNTech COVID-19 vaccine had been administered… ","",1,0,0,0,0,0,1,0,"LOW","NEU",26
"2314",2314,"Tamina Rashell 💙 #RejoinEU FBPE","False","2021-01-05"," They had supplies of the vaccine, it was ready to go, where is it ?","['PfizerBioNTech']",1,0,0,0.3612,0.152,0,0.848,0,"LOW","POS",24
"2326",2326,"Imogen Foulkes","True","2021-01-05","Breaking: independent advisory group advises TWO doses of vaccine, 2nd after 21 - 28 day… ","['SAGE', 'PfizerBioNTech']",2,8,23,0,0,0,1,11.75,"HIGH","NEU",24
"2327",2327,"🕷Financial Bear 3.5%","False","2021-01-05"," you seem to be a turncoat. There is bit a big problem with vaccine. The UK has the cold sto… ","['Whitty', 'PfizerBioNTech']",2,0,0,-0.4019,0,0.124,0.876,0,"LOW","NEG",24
"2338",2338,"E. Dale Abel","False","2021-01-05","Here is shot of Nearly 7000 dosed so far. Standing by for my mini c… ","['PfizerBioNTech', 'CovidVaccine']",2,11,169,0,0,0,1,50.5,"HIGH","NEU",24
"2348",2348,"New Straits Times","True","2021-01-05"," Those in urban areas are likely to receive the Meanwhile those in rural areas… ","['NSTnation', 'PfizerBioNTech', 'vaccine']",2,5,1,0,0,0,1,4,"AVG","NEU",24
"2360",2360,"New Straits Times","True","2021-01-05"," Those in urban areas are likely to receive the Meanwhile those in rural areas… ","['NSTnation', 'PfizerBioNTech', 'vaccine']",2,16,11,0,0,0,1,14.75,"HIGH","NEU",24
"2366",2366,"Simon Hodes ⬅️2m➡️ 😷","False","2021-01-05"," ","",1,0,3,0,0,0,0,0.75,"LOW","NEU",24
"2398",2398,"Kristen Rogers MD MPH","False","2021-01-04"," COVID Vaccine Dose 2 is done. All the feelings today. Relief to have some protection.… ","['igottheshot', 'PfizerBioNTech']",2,4,16,0.4767,0.181,0,0.819,7,"AVG","POS",23
"2415",2415,"Craig Davidson RN BSc (Hons) 🏳️‍🌈","False","2021-01-04","I get the Oxford AstraZeneca vaccine has a 12 week window between the two boosters. But, when I received my booste… ","",1,2,22,0,0,0,1,7,"AVG","NEU",23
"2446",2446,"Britney Mallya","False","2021-01-06","2.5 hours not much but anxiously waiting. ","['postvaccine', 'COVID19', 'PfizerBioNTech', 'VaccineDay']",2,0,0,0.2498,0.25,0,0.75,0,"LOW","POS",25
"2492",2492,"Ian 3.5% #FBPE","False","2021-01-06","I've had the vaccine chip inserted. I'm still waiting for Einstein mode to kick in, it could be a long wait. I've a… ","",1,8,44,0,0,0,1,17,"HIGH","NEU",25
"2495",2495,"Usmaan Hafiz","False","2021-01-06","2nd delivery of pfizer Covid19 vaccs potentially 1050 doses to be delivered in 72hours ","['PfizerBioNTech', 'COVID19']",2,0,14,0,0,0,1,3.5,"AVG","NEU",25
"2535",2535,"TheRag","False","2021-01-09"," Plans To Purchase 300-million More Vaccines ","['EU', 'Covid19', 'covidvaccines', 'Pfizer']",2,1,0,0,0,0,1,0.75,"LOW","NEU",28
"2562",2562,"Rachel Waters 💙","False","2021-01-07","I’ve just had my first dose of vaccine and in the words of Tony the Tiger ‘I feel greeeaaat!’ ","['PfizerBioNTech', 'thankyou']",2,0,25,0,0,0,1,6.25,"AVG","NEU",26
"2609",2609,"Nitish Chopra, PhD","False","2021-01-08","Apologies that this is not a hot take RE the Just here to tell you that I got my second dose of vaccine. 🤞🏽… ","['coup']",1,0,9,0,0,0,1,2.25,"AVG","NEU",27
"2621",2621,"Marc Siegel MD","False","2021-01-08","Can Congress stop politicizing COVID-19 pandemic, start addressing crisis without lockdowns?… ","",1,12,59,-0.743,0,0.412,0.588,23.75,"HIGH","NEG",27
"2645",2645,"ILKHA","True","2021-01-08","India coronavirus death toll reaches 150,606 ","['India', 'CoronavirusPandemic', 'AstraZeneca', 'PfizerBioNTech', 'COVID20']",3,1,4,-0.5719,0.132,0.429,0.44,1.75,"AVG","NEG",27
"2649",2649,"HSE Mid West Community Healthcare","False","2021-01-08","We are so grateful to all our frontline staff &amp; . CNM1 Nessa Merrigan received her first… ","",1,8,28,0.5949,0.195,0,0.805,13,"HIGH","POS",27
"2671",2671,"Eibhilin Manning","False","2021-01-08","Vaccines overview Of the two vaccines currently authorised - that’s 760 million doses to be rolled o… ","",1,0,1,0,0,0,1,0.25,"LOW","NEU",27
"2700",2700,"ILKHA","True","2021-01-08","India coronavirus death toll reaches 150,606 ","['India', 'CoronavirusPandemic', 'AstraZeneca', 'PfizerBioNTech', 'COVID20']",3,1,3,-0.5719,0.132,0.429,0.44,1.5,"AVG","NEG",27
"2710",2710,"Khaleej Times","True","2021-01-08"," vaccine appears effective against mutation in new coronavirus variants -study ","['PfizerBioNTech']",1,6,15,0.4767,0.256,0,0.744,8.25,"AVG","POS",27
"2728",2728,"AAA","False","2021-01-08","Courteous checking by gracious and CRITICAL over our below discovery.… ","['PfizerBioNTech']",1,0,0,0.595,0.407,0.179,0.413,0,"LOW","POS",27
"2741",2741,"𝐇𝐢𝐬𝐡𝐚𝐦 𝐁𝐚𝐡𝐦𝐚𝐝 𝐌𝐃 𝐌𝐒𝐜 𝐌𝐁𝐀꜀","False","2021-01-07","2nd Dose 💉 ✅ ","['CoronavirusVaccine', 'PfizerVaccine', 'PfizerBioNTech', 'COVID19']",2,5,271,0,0,0,1,71.5,"HIGH","NEU",26
"2778",2778,"Dr.Krutika Kuppalli","True","2021-01-09","Fully for - Thoughts - Received - Dose 12/15 ~4 h late… ","['Vaccinated', 'COVID19', 'PfizerBioNTech', 'CovidVaccine']",2,34,542,0,0,0,1,161,"HIGH","NEU",28
"2790",2790,"Anees انيس M.D.","False","2021-01-09","So yesterday was rough - fatigue headache and chills. Better today so far.","['PfizerBioNTech']",1,1,4,0.2263,0.182,0.126,0.692,1.75,"AVG","POS",28
"2798",2798,"Marc Siegel MD","False","2021-01-09","Dr. Marc Siegel: Speeding up COVID vaccinations — will Biden’s reversal of Trump policy help or hurt?… ","",1,7,17,0.4019,0.144,0,0.856,9.5,"AVG","POS",28
"2838",2838,"kambiz mahmoudpour - مسول انجمن آزادی ادیان","False","2021-01-09"," Khamenei’s Red Crescent announced a ban on the import of 150,000 ","['PfizerBioNTech', 'vaccines']",2,1,1,-0.5574,0,0.265,0.735,1,"LOW","NEG",28
"2843",2843,"Viv Forde","False","2021-01-09","Feeling very lucky to receive my first dose of the vaccine. 🙏🙏 ","['PfizerBioNTech', 'COVID19']",2,0,46,0.5563,0.261,0,0.739,11.5,"HIGH","POS",28
"2857",2857,"ocean girl","False","2021-01-09"," My friends mum due to have 2nd next week - now March 😞 -expecting same for my mum… ","['PfizerCovidVaccine']",1,0,0,0,0.134,0.134,0.733,0,"LOW","NEU",28
"2883",2883,"𝐇𝐢𝐬𝐡𝐚𝐦 𝐁𝐚𝐡𝐦𝐚𝐝 𝐌𝐃 𝐌𝐒𝐜 𝐌𝐁𝐀꜀","False","2021-01-09","1st dose 💉 no major symptoms 2nd dose 💉 a bit tougher: sore arm and throat, low grade fever and chills, myalgia an… ","",1,14,342,-0.6249,0.062,0.247,0.691,96,"HIGH","NEG",28
"2943",2943,"Georgina Belenguer Ribera","False","2021-01-08"," ","['VOXcspppsoe75up84KKK', 'Orwell1984', 'RABIA2014', 'PANDEMIA', 'ENCEFALOMIELOSIS', 'tRUMPvaccine', 'PfizerBioNTech', 'man_made']",3,0,0,0,0,0,0,0,"LOW","NEU",27
"2946",2946,"Shivani Srivastava","False","2021-01-17"," If we don't witness the same thing in India then we can surely lead the world.… ","",1,0,0,0.4404,0.162,0,0.838,0,"LOW","POS",36
"3086",3086,"Dr.Krutika Kuppalli","True","2021-01-10","4. The ultra cold chain storage of the requires careful planning so doses are not wasted.… ","['PfizerBioNTech', 'vaccine']",2,1,10,0.1531,0.096,0,0.904,3.25,"AVG","POS",29
"3131",3131,"Laura Power💙 #BLM #WearAMask #COVIDvaccinated","False","2021-01-12","My temp has been doing all sorts of craziness! It went up to 40.5 a couple of times too. It’s now a jolly 38.4 so,… ","",1,0,5,0.2481,0.123,0.089,0.788,1.25,"AVG","POS",31
"3158",3158,"ActivistBowen","False","2021-01-11","raises production target for this year ('21) to TWO BILLION...(January 11, 2021; 23:25 HKT) ","['coronavirusVACCINE']",1,0,0,0,0,0,1,0,"LOW","NEU",30
"3173",3173,"kambiz mahmoudpour - مسول انجمن آزادی ادیان","False","2021-01-11",". Khamenei’s Red Crescent announced a ban on the import of 150,000 ","['Iran', 'PfizerBioNTech', 'vaccines']",2,0,0,-0.5574,0,0.247,0.753,0,"LOW","NEG",30
"3175",3175,"🌱Cats & Shielding 🌱","False","2021-01-11"," A vaccine at 3am next week or office hours in a month? Tricky one. I’m shielding and in JCVI Group 4. Plea… ","",1,1,1,-0.1531,0,0.071,0.929,1,"LOW","NEG",30
"3273",3273,"Alex777","False","2021-01-12","Btw the 2 Scientists honks have also not taken their own A… ","['Turkish', 'Biontech', 'vaccination', 'PfizerBioNTech', 'Vaccin']",3,1,2,0,0,0,1,1.25,"AVG","NEU",31
"3313",3313,"Gulf News Video","False","2021-01-12"," How to book appointment for ","['Video', 'Dubai', 'PfizerVaccine', 'COVID19VaccineQs']",2,10,18,0,0,0,1,12,"HIGH","NEU",31
"3357",3357,"Dr.Krutika Kuppalli","True","2021-01-13","Here are some slides I put together about the side effects of the ","['PfizerBioNTech', 'CovidVaccine']",2,4,9,0,0,0,1,5.25,"AVG","NEU",32
"3363",3363,"Doc_Brewster (Brew)","False","2021-01-13","Vaccine complete!! Super grateful to have this opportunity to protect myself and my patients! . .… ","",1,0,5,0.9277,0.532,0,0.468,1.25,"AVG","POS",32
"3378",3378,"#DestroyTheAadhaar    TwiLightOFTheGODS","False","2021-01-13","AN A&amp;E nurse has tested positive for a month after having his first vaccine dose, and just days after… ","['coronavirus']",1,0,0,0.5574,0.167,0,0.833,0,"LOW","POS",32
"3403",3403,"A Slight Return","False","2021-01-13","Correction: back UK Govt's approach to extended dosage period for As of today… ","['AstraZeneca', 'COVIDVaccination']",2,0,0,0,0,0,1,0,"LOW","NEU",32
"3406",3406,"Ian 3.5% #FBPE","False","2021-01-13"," It was supposed to be be 21-28 days. The Gov just want to build up numbers of people vaccinated. The… ","",1,3,5,0.0772,0.064,0,0.936,3.5,"AVG","POS",32
"3414",3414,"Glasgow Girl","False","2021-01-13","It's a marketing ploy. Numbers have been exaggerated to make them gain control, profit and cause a divide. The thin… ","",1,13,39,0.7096,0.255,0.057,0.688,19.5,"HIGH","POS",32
"3418",3418,"Scott Mackay 🇨🇦 🏃‍♂️ ☕️ 🍷 8⃣0⃣ 🎵","False","2021-01-13","Seven residents of the Maimonides Geriatrics Centre in Côte Saint-Luc who received their first dose of the… ","",1,0,0,0,0,0,1,0,"LOW","NEU",32
"3441",3441,"The Epoch Times","True","2021-01-16","55 people in the US have died after receiving a for according to reports submitted to a federal… ","['Vaccine', 'COVID19']",2,678,654,-0.5574,0,0.175,0.825,672,"HIGH","NEG",35
"3471",3471,"New Straits Times","True","2021-01-15"," Registration for for Malaysians will be opened soon, Health Minister Datuk Seri Dr… ","['NSTnation', 'Covid19', 'vaccination']",2,7,3,0,0,0,1,6,"AVG","NEU",34
"3577",3577,"DT Next","True","2021-01-16"," has launched a detailed investigation after 23 elderly patients died after taking the mRNA… ","['Norway', 'Pfizer']",2,0,0,-0.4767,0.088,0.211,0.702,0,"LOW","NEG",35
"3621",3621,"ANONYMOUS | ANONOPS | ANONYMOUS OPERATION |📡","False","2021-01-15"," following the December cyberattack on find a lot of confidential data and emails about the… ","['Anonymous', 'AEM']",2,43,55,0,0,0,1,46,"HIGH","NEU",34
"3628",3628,"Ian 3.5% #FBPE","False","2021-01-15"," I had my 1st dose of 9 days ago due to my work. 2nd one is 9 weeks later, I'm not too… ","['PfizerBioNTech']",1,1,72,0,0,0,1,18.75,"HIGH","NEU",34
"3736",3736,"New Straits Times","True","2021-01-17"," in begin receiving ","['NSTnation', 'Malaysians', 'Singapore', 'Covid19', 'vaccine', 'PfizerBioNTech']",3,13,35,0,0,0,1,18.5,"HIGH","NEU",36
"3747",3747,"The Nurse Bromo 🐝","False","2021-01-16","Second dose of vaccine today ✅ I will keep y’all updated if you want on my experience. Dose given… ","['PfizerBioNTech']",1,5,263,0.0772,0.058,0,0.942,69.5,"HIGH","POS",35
