"","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"6739","J","False",2021-03-10," Thank You 🇰🇼 😊 ","['CovidVaccine', 'PfizerBiontech', 'Pfizer', 'firstdose', 'kw', 'latepost', 'kuwait']","3",0,0,0.8176,0.63,0,0.37,0,"LOW","POS",88
"6740","HCM magazine","False",2021-03-10,"COVID vaccine less effective in people with obesity ","['Obesity', 'fitness', 'PfizerBioNTech', 'COVID19', 'coronavirus', 'vaccine']","3",1,0,0.4228,0.286,0,0.714,0.75,"LOW","POS",88
"6741","LeisureOpportunities","False",2021-03-10,"COVID vaccine less effective in people with obesity ","['Obesity', 'fitness', 'PfizerBioNTech', 'COVID19', 'coronavirus']","3",1,0,0.4228,0.286,0,0.714,0.75,"LOW","POS",88
"6742","Ian 3.5% #FBPE 💙","False",2021-03-10,"When I had my 1st dose they wrote which arm. I assumed the 2nd would be the other arm otherwise why take note 🤔 The… ","","1",0,5,0,0,0,1,1.25,"AVG","NEU",88
"6743","Saghar MC","False",2021-03-10,"Thanks to the amazing vaccination team for administering my 2nd dose of I l… ","['PfizerBiontech', 'vaccine']","2",2,16,0.7717,0.358,0,0.642,5.5,"AVG","POS",88
"6744","IANS Tweets","True",2021-03-10,"Around 2 per cent of people who received the first dose of and mRNA-based… ","['PfizerBioNTech', 'Moderna']","2",2,2,0,0,0,1,2,"AVG","NEU",88
"6745","Cheshta Bakshi","False",2021-03-10,"Pfizer-BioNtech vaccine ""efficiently"" neutralized a version of the virus engineered to carry the same mutations as… ","","1",0,0,0.4019,0.153,0,0.847,0,"LOW","POS",88
"6746","Digpu","False",2021-03-10,"Pfizer-BioNtech vaccine ""efficiently"" neutralized a version of the virus engineered to carry the same mutations as… ","","1",0,0,0.4019,0.153,0,0.847,0,"LOW","POS",88
"6747","Ye's Unresponsive","False",2021-03-10,"After watching this, I prefer &amp; to &amp; Bu… ","['PfizerBiontech', 'modernavaccine', 'AstraZeneca', 'JohnsonAndJohnsonVaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",88
"6748","New Straits Times","True",2021-03-10," Deputy Chief Minister Datuk Seri Bung Moktar Radin received the vaccine… ","['NSTnation', 'Sabah', 'Covid19', 'PfizerBioNTech']","2",2,2,0,0,0,1,2,"AVG","NEU",88
"6749","ibrahim","False",2021-03-18,"Could/would you help? ","['AstraZeneca', 'PfizerBiontech', 'Moderna']","2",0,0,0.4019,0.574,0,0.426,0,"LOW","POS",96
"6750","Joanne","False",2021-03-17," the shear audacity of your establishment constantly amuses me ! How dare you threaten to block vaccine… ","","1",0,1,-0.4753,0.12,0.258,0.622,0.25,"LOW","NEG",95
"6751","George | ジョージ | --. . --- .-. --. . |","False",2021-03-16,"Must read on and ","['vaccination', 'PfizerBioNTech', 'Covid_19']","2",0,0,0,0,0,1,0,"LOW","NEU",94
"6752","Sera","False",2021-03-16,"Hello World i am coming 🎈 ","['PfizerBioNTech', 'wanderlust']","2",0,0,0,0,0,1,0,"LOW","NEU",94
"6753","A company solution","False",2021-03-14," No, not the solution to adopt. Better it should be developed a body‘s own origin The same idea than… ","['ARN']","1",0,0,0.3895,0.204,0.087,0.709,0,"LOW","POS",92
"6754","Randy Cooper","False",2021-03-12,"Morning after my first Pfizer shot, not feeling any symptoms, only a little sore in my arm at the injection site bu… ","","1",0,2,-0.3771,0,0.152,0.848,0.5,"LOW","NEG",90
"6755","Hal Donahue","False",2021-03-12," and more lies from the - was not part of was… ","['lies', 'weak', 'PfizerBiontech', 'WarpSpeed', 'Germany']","3",1,7,-0.4754,0,0.236,0.764,2.5,"AVG","NEG",90
"6756","Daryl Chung","False",2021-03-12,"Who's registered? ","['singapore', 'vaccine', 'MOH', 'PfizerBiontech', 'Moderna']","3",0,0,0,0,0,1,0,"LOW","NEU",90
"6757","Ben Sayer","False",2021-03-12,"How privileged to have received my second this week. I wanted to thank the of… ","['PfizerBiontech', 'vaccine', 'kindness']","2",3,36,0.6597,0.293,0,0.707,11.25,"HIGH","POS",90
"6758","Gerard Abeysena","False",2021-03-12," This should have been the strategy from day 1 as practiced universally including w… ","['UAE']","1",0,4,0,0,0,1,1,"LOW","NEU",90
"6759","Abdulwakil Abdulmumin","False",2021-03-12,"I my the only one that feels like these companies are from a sci-fi movie tha… ","['AstraZeneca', 'Novavax', 'PfizerBiontech']","2",0,1,0.3612,0.143,0,0.857,0.25,"LOW","POS",90
"6760","Amy Rene Babcock","False",2021-03-12,"Covid vaccine first dose day 1: moderate body aches, fatigue, and pain only in the exact spot of injection. Took se… ","","1",0,0,-0.743,0,0.289,0.711,0,"LOW","NEG",90
"6761","Olga Borges","False",2021-03-11,"I finally got my today! 🤗 ","['CovidVaccine', 'PfizerBiontech']","2",0,0,0.4753,0.34,0,0.66,0,"LOW","POS",89
"6762","Selwyn Drain","False",2021-03-11," shot done. I got the first Do it when your turn comes! ","['vaccine', 'PfizerBiontech', 'PfizerVaccine']","2",0,2,0,0,0,1,0.5,"LOW","NEU",89
"6763","Pedd Raam Art","False",2021-03-11,". thank you for indictment against Fauci Gates GAVI CONSORTIUM E… ","","1",1,1,0.3612,0.2,0,0.8,1,"LOW","POS",89
"6764","The Ancient","False",2021-03-11,"I did it! What a modern marvel. I am very fortunate and very grateful I was given this opportunity. I will not take… ","","1",0,1,0.9157,0.403,0,0.597,0.25,"LOW","POS",89
"6765","Harold Quinn","False",2021-03-11," Another great vaccine?… ","","1",0,0,0.6249,0.672,0,0.328,0,"LOW","POS",89
"6766","Politics On Wheels","False",2021-03-11,"Drove an elderly loved one to get shot of the today. Appropriate uplifting decals in the parking l… ","['CovidVaccine']","1",0,1,0.5994,0.187,0,0.813,0.25,"LOW","POS",89
"6767","Qatar Day- Pulse of Nation","False",2021-03-11," Inc and BioNTech SE said on Wednesday that real-world data from Israel suggests that their ","['Pfizer', 'COVID19']","2",1,1,0,0,0,1,1,"LOW","NEU",89
"6768","Nib biotec","False",2021-03-11,"Delaying second Pfizer dose leaves cancer patients at risk, say researchers ","['Pfizer', 'PfizerBioNTech', 'vaccine']","2",0,0,-0.7579,0,0.419,0.581,0,"LOW","NEG",89
"6769","Will O’Bryan 🇺🇸🇺🇳🏳️‍🌈","False",2021-03-11,"Filled w/ for 1st shot today. Thank you + + + frontline workers! A… ","['gratitude', 'PfizerBioNTech']","2",0,0,0.4199,0.177,0,0.823,0,"LOW","POS",89
"6770","Dr Riz Khalid 💙","False",2021-03-11,"Feeling emotional. Just had my second dose of vaccine! After a very tough 12 months it feels amazi… ","['PfizerBioNTech']","1",2,11,0.1528,0.168,0.089,0.743,4.25,"AVG","POS",89
"6771","The Peninsula Qatar","True",2021-03-11,"Pfizer/BioNTech say COVID-19 vaccine likely to prevent asymptomatic infection ","['PfizerBiontech', 'Vaccine']","2",0,2,0.0258,0.121,0,0.879,0.5,"LOW","NEU",89
"6772","Zaheer Anwar","False",2021-03-11,"Got my first jab of vaccine today. Wonderful arrangements and very prompt staff at the vac… ","['PfizerBiontech', 'COVID19']","2",0,0,0.5719,0.198,0,0.802,0,"LOW","POS",89
"6773","DC_claxton 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧","False",2021-03-11," ","","1",0,1,0,0,0,0,0.25,"LOW","NEU",89
"6774","PrijsVerschil","False",2021-03-11," will eliminate 38 jobs from Zavemtem Belgium and move to LCC Roemenia… ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",89
"6775","PrijsVerschil","False",2021-03-11," will eliminate 38 job… ","['PfizerBiontech']","1",0,0,0,0,0,1,0,"LOW","NEU",89
"6776","Abukuse Mike","False",2021-03-11,"The vaccine offers more protection than earlier thought with effectiveness in preventing s… ","['PfizerBioNTech', 'COVID19']","2",0,0,-0.0258,0,0.084,0.916,0,"LOW","NEU",89
"6777","𝕄𝕠𝕝𝕝𝕪 🌻 ☕️","False",2021-03-11,"I'm done! ","['COVID19', 'CovidVaccine', 'Covid19Vaccine', 'PfizerBiontech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",89
"6778","Zeina Moukarzel, MD,MPH,MHA #CovidVaccine 🙏","False",2021-03-11,"Can’t wait for my 2nd dose tomorrow! ","['PfizerBiontech', 'COVID19', 'vaccine', 'كورونا']","2",1,14,0,0,0,1,4.25,"AVG","NEU",89
"6779","Hezbon Mureithi®","False",2021-03-11,"The Oxford Astrazeneca Vaccine Pfizer Biontech and Moderna are CONTROVERSIAL⚠VACCINES as seen in Denmark,Norway and… ","","1",2,2,-0.368,0,0.144,0.856,2,"AVG","NEG",89
"6780","Jen Culla","False",2021-03-11,"...11032021 2nd dose ✅💉😷 ","['covidvaccine', 'pfizerbiontech', 'normalitysoonplease', 'yper365']","2",0,0,0,0,0,1,0,"LOW","NEU",89
"6781","PolicyCrush","False",2021-03-11," has found real world evidence confirming high effectiveness of the ","['PfizerBiontech', 'vaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",89
"6782","Randa HABIB","True",2021-03-11," vaccine offers more protection than earlier thought with effectiveness in preventing sympt… ","['PfizerBioNTech', 'COVID19']","2",1,0,-0.0258,0,0.091,0.909,0.75,"LOW","NEU",89
"6783","GETAnalysis.ca","False",2021-03-11,"'Real-World' data seems to indicate very high efficacy rate (94%), and good outcomes such as 'prevention of asympto… ","","1",1,1,0.4404,0.146,0,0.854,1,"LOW","POS",89
"6784","New Straits Times","True",2021-03-11," offers more protection than earlier thought with effectiveness i… ","['NSTworld', 'PfizerBioNTech', 'coronavirus', 'vaccine']","2",4,1,0,0,0,1,3.25,"AVG","NEU",89
"6785","Nic","False",2021-03-11," some tags that should be added: ","['mRNA', 'mrnavaccine', 'PfizerCovidVaccine', 'PfizerBiontech']","2",0,6,0,0,0,1,1.5,"AVG","NEU",89
"6786","Economic Times","True",2021-03-11,"Pfizer-Biontech's offers more protection than earlier thought with effectiveness in preventing… ","['CoronavirusVaccine']","1",4,14,0,0,0,1,6.5,"AVG","NEU",89
"6787","Harry Spoelstra","False",2021-03-11," and vaccines work, but do they have stability/integrity problems. Loss of %RNA between cli… ","['Moderna', 'PfizerBiontech']","2",3,3,-0.7579,0,0.351,0.649,3,"AVG","NEG",89
"6788","Baaghi TV باغی ٹی وی","True",2021-03-11,"Pfizer jab 97% effective against symptomatic COVID: Study ","['Pfizer', 'COVID19', 'coronavirus']","2",0,1,0.4767,0.307,0,0.693,0.25,"LOW","POS",89
"6789","AFP News Agency","True",2021-03-11," The vaccine offers more protection than earlier thought with effectiveness in prev… ","['UPDATE', 'PfizerBioNTech', 'COVID19']","2",67,93,0,0,0,1,73.5,"HIGH","NEU",89
"6790","Business Today","True",2021-03-11,"Made-in-India to hit stores Video Link:… ","['iPhone12', 'PfizerBiontech', 'vaccine', 'coronavirus', 'FarmLaws', 'BharatBandh']","3",5,6,0,0,0,1,5.25,"AVG","NEU",89
"6791","Louise","False",2021-03-11,"Second jab done! DOUBLE PFIZER ","['CovidVaccine', 'PfizerBiontech']","2",0,1,0,0,0,1,0.25,"LOW","NEU",89
"6792","Milleslaurent","False",2021-03-11," Your choice ? ","['PfizerBiontech', 'PfizerCovidVaccine', 'Moderna', 'AstraZeneca', 'SputnikV', 'femmes', 'Vaccin']","3",1,0,0,0,0,1,0.75,"LOW","NEU",89
"6793","Milan Asanovic","False",2021-03-11,"This is the Best news yet ","['PfizerCovidVaccine', 'PfizerBiontech']","2",0,0,0.6369,0.457,0,0.543,0,"LOW","POS",89
"6794","Marco Felipe Perfetti","False",2021-03-11," has authorised the single-dose It is the 4 vaccine to be authorised in the… ","['JohnsonAndJohnson', 'vaccine']","2",0,1,0,0,0,1,0.25,"LOW","NEU",89
"6795","Izabela Ciepielewska","False",2021-03-11,"""The results appear to make the third coronavirus vaccine to have an efficacy of more than 90 percent, al… ","['SputnikV']","1",3,4,0,0,0,1,3.25,"AVG","NEU",89
"6796","Tim Nash","False",2021-03-11,"COVID vaccine less effective in people with obesity ","['Obesity', 'fitness', 'PfizerBioNTech', 'COVID19', 'coronavirus']","3",0,0,0.4228,0.286,0,0.714,0,"LOW","POS",89
"6797","#BLM 🐶Pup Mallow 🐾#PackTopaz 🇬🇧🇪🇺 🔞","False",2021-03-11," So pleased I got the one","['PfizerBiontech']","1",0,1,0.4927,0.39,0,0.61,0.25,"LOW","POS",89
"6798","CHEManager International","False",2021-03-11,"The is piling on fresh orders for the President said Brussels… ","['PfizerBiontech', 'vaccine']","2",0,0,0.3182,0.187,0,0.813,0,"LOW","POS",89
"6799","truffesulweb","False",2021-03-11,"Thousand peoples can't withdraw their Money from . Why authorities doing nothing? ","['IRONFX', 'broker', 'Google', 'Amazon']","2",1,0,0,0,0,1,0.75,"LOW","NEU",89
"6800","JaxRafferty 💙","False",2021-03-11," Thank you for the alert to potential dangers for those of us with blood cancers who have only had one… ","","1",1,1,0.128,0.189,0.129,0.683,1,"LOW","POS",89
"6801","Voxeurop","True",2021-03-11,"How the pharmaceutical companies producing the 💉 vaccine maintain control over subcontracting, profits and… ","['COVID']","1",2,2,0.4404,0.182,0,0.818,2,"AVG","POS",89
"6802","Marcus Esteban","False",2021-03-11,"I have got my second dose of 2 weeks ago. Today I got my pin! ","['pfizerbiontech', 'covidvacccine', 'thankyounhs']","2",0,0,0,0,0,1,0,"LOW","NEU",89
"6803","Felix","False",2021-03-13," I remain optimistic despite the variants out there. I remain optimistic after receiving my 2 doses of… ","","1",0,17,0.5574,0.235,0,0.765,4.25,"AVG","POS",91
"6804","Rainer Delgado","False",2021-03-13,"I'm going to assume my vaccinations are going to be ","['PfizerBiontech']","1",0,1,0,0,0,1,0.25,"LOW","NEU",91
"6805","Kirkland Swann","False",2021-03-13,"I can’t wait for Dose 2 of vaccine. I wonder if there is a “booster” shot for the vaccine?","['PfizerBiontech', 'PfizerBiontech']","2",0,0,0,0,0,1,0,"LOW","NEU",91
"6806","Melanie During, MSc. ⛏🦖","False",2021-03-13,"Dear can you tell me which vaccine I should get with my history of As far as I understa… ","['MedTwitter', 'anaphylaxis']","2",1,0,0.3818,0.126,0,0.874,0.75,"LOW","POS",91
"6807","Kirkland Swann","False",2021-03-13,"Day 3 post vaccine Swarmed by Walkers | The Walking Dead Classic Scene via… ","['COVID19']","1",0,0,-0.6486,0,0.249,0.751,0,"LOW","NEG",91
"6808","Angelica","False",2021-03-13," Wtf Astra zeneca?? I note fckwit PM has had his jab","['PfizerBiontech']","1",0,0,-0.6322,0,0.294,0.706,0,"LOW","NEG",91
"6809","Since Independence","False",2021-03-13,"Coronavirus: Global Covid Tally Surpasses 119.7 Million-Mark ","['CoronavirusWorldwideupdate', 'Denmark']","2",0,0,0,0,0,1,0,"LOW","NEU",91
"6810","tomchung 😷🧼🤲🏽","False",2021-03-13,"Received first dose of the Covid-19 vaccine 💉 from a 🇭🇰 government vaccination… ","['PfizerBiontech', 'BNT162b2', 'mRNA', 'HKG']","2",0,5,0,0,0,1,1.25,"AVG","NEU",91
"6811","Julika Brand","False",2021-03-13," are still to be called reports of of till end of February a… ","['Vaccines', 'safe', 'sideeffects', 'Covid19', 'vaccines']","3",4,5,0,0,0,1,4.25,"AVG","NEU",91
"6812","KKMalaysia🇲🇾","True",2021-03-13," listed the vaccine developed by Janssen (Johnson &amp; Johnson) - the first to be listed as a single dose… ","['COVID19']","1",5,16,0,0,0,1,7.75,"AVG","NEU",91
"6813","Gian Carlos Romero","False",2021-03-13,"Getting vaccinated will save lives and that life could be yours! first dose ","['pfizerbiontech', 'pfizer']","2",0,0,0.5411,0.225,0,0.775,0,"LOW","POS",91
"6814","Andrés Hanssen","False",2021-03-13," (second dose today). ","['PfizerBiontech', 'COVID19', 'vaccinated']","2",0,1,0,0,0,1,0.25,"LOW","NEU",91
"6815","Felix","False",2021-03-13," I remain optimistic despite the variants out there. I remain optimistic after receiving my 2 doses of… ","","1",0,9,0.5574,0.235,0,0.765,2.25,"AVG","POS",91
"6816","Nicole Clapp","False",2021-03-13,"The psychological impact of receiving my first shot is insurmountable. I don’t have words. halfway ther… ","['vaccinated']","1",0,0,0,0,0,1,0,"LOW","NEU",91
"6817","Jessica Prime","False",2021-03-13,"I’ve been feeling really rather poorly. But my body is hard at work making stuff to protect me. Yay for that. 💉… ","","1",0,2,0.8248,0.321,0.055,0.624,0.5,"LOW","POS",91
"6818","Dayle Hodge","False",2021-03-13,"Pfizer vaccine shows 94% effectiveness against asymptomatic transmission of COVID ","['CovidVaccine', 'COVID19']","2",0,2,0,0,0,1,0.5,"LOW","NEU",91
"6819","BooksbyElle","False",2021-03-12,"Success! ","['COVID19', 'Florida', 'PfizerBiontech']","2",0,0,0.6114,1,0,0,0,"LOW","POS",90
"6820","Alex Tang, PA-C, MBA","False",2021-03-12,"💉 it happened. Giving shots like with gifts. Thank you for your support ","['COVID19']","1",0,0,0.8442,0.529,0,0.471,0,"LOW","POS",90
"6821","Schönbergers Kaffeegreissler, Beans-and-Machines","False",2021-03-12,"Dear PM Frederiksen, as you placed more money on than we did &amp; now decided to stop the v… ","['PfizerBiontech']","1",0,4,0.1027,0.119,0.101,0.78,1,"LOW","POS",90
"6822","Andrei Zodian","False",2021-03-12," Wonderful day today, got some sun, my second… ","['HappyFriday', 'FridayFeeling', 'FridayVibes', 'FridayMotivation']","2",0,0,0.5719,0.346,0,0.654,0,"LOW","POS",90
"6823","Mariella 🌸","False",2021-03-12," He took credit for a vaccine developed and fast tracked in Germany by Germans with only German and… ","","1",1,2,0.3818,0.133,0,0.867,1.25,"AVG","POS",90
"6824","owhy3","False",2021-03-12," will be purchasing 200M doses from - plus additional 100 M doses. why the le… ","['Europe', 'PfizerBiontech', 'Question']","2",2,0,0,0,0,1,1.5,"AVG","NEU",90
"6825","Alessandro Terno","False",2021-03-12,"Thnks antibodies positive..💪🏻💪🏻💪🏻 ","['PfizerBiontech', 'PfizerVaccine']","2",0,5,0.5574,0.175,0,0.825,1.25,"AVG","POS",90
"6826","Evolutionartphotography","False",2021-03-12,"I’m proud to say today I have received my 2nd dose of I can now beg… ","['PfizerBiontech', 'PfizerVaccine']","2",0,1,0.4767,0.171,0,0.829,0.25,"LOW","POS",90
"6827","Chinedu Akwukwaegbu","False",2021-03-12,"If and when the opportunity arises, please get the vaccine. I got the Pfizer shot. 1 more to go. ","['COVID19Vaccine']","1",2,4,0.6249,0.231,0,0.769,2.5,"AVG","POS",90
"6828","Robert W. Oliver","False",2021-03-12,"Just got my first vaccine! ","['PfizerBiontech']","1",0,4,0,0,0,1,1,"LOW","NEU",90
"6829","Joshua Bluemel #TeamGodzilla","False",2021-03-12,"I was blessed to got my first Fauci Ouchie getting my 2nd Booster on The 30th ","['PfizerBiontech', 'FauciOuchie']","2",0,1,0.5994,0.206,0,0.794,0.25,"LOW","POS",90
"6830","Just Norm","False",2021-03-12," I just made an appointment to get my 1st shot of for tomorrow morning… ","['AstraZeneca']","1",0,1,0,0,0,1,0.25,"LOW","NEU",90
"6831","In memoriam: Sylvain Galiana","False",2021-03-12," have been processed too quickly. It would be convenient that the family's doctors evaluate… ","['Vaccines']","1",0,0,0,0,0,1,0,"LOW","NEU",90
"6832","Vanessa","False",2021-03-12,"Got my first shot today! 😊 ","['GetVaccinated', 'PfizerBioNtech']","2",0,3,0.7424,0.44,0,0.56,0.75,"LOW","POS",90
"6833","Gulf News","True",2021-03-12," approves for emergency use. It already authorised the jabs made by ","['WHO', 'JohnsonAndJohnsonVaccines', 'PfizerBiontech']","2",1,18,0.0258,0.189,0.182,0.629,5.25,"AVG","NEU",90
"6834","WherezWaldo","False",2021-03-12,"Trust? Think not. ""Pfizer has a history of multimillion-dollar lawsuit settlements."" Mind you, all authorized by FD… ","","1",0,0,0.34,0.163,0.094,0.743,0,"LOW","POS",90
"6835","Joanne Gallagher","False",2021-03-12,"First dose of vaccine done! ","['PfizerBiontech']","1",0,5,0,0,0,1,1.25,"AVG","NEU",90
"6836","Nediaj_08","False",2021-03-12," I got mine last Sunday in Winter Haven Polk County, second dose schedule for April 4… ","","1",0,1,0,0,0,1,0.25,"LOW","NEU",90
